drug.name,Genes,PPI,GO_BP,GO_CC,GO_MF,KEGG,Reactome,score
(Tert-Butyloxycarbonyl)-Alanyl-Alanyl-Amine,1147,1972,1893,1860,1794,1867,1041,1653.42857142857
Para-Isopropylaniline,1147,1972,1893,1860,1794,1867,1041,1653.42857142857
P-Anisic Acid,1147,1972,1954,1860,1794,1818,1041,1655.14285714285
4-Oxoretinol,1147,1972,2240,1530,1794,1867,1041,1655.85714285714
Lanosterol,1147,1972,1914,1860,1794,1867,1041,1656.42857142857
R048-8071,1147,1972,1914,1860,1794,1867,1041,1656.42857142857
FARNESYL DIPHOSPHATE,1147,1972,2180,1860,1663,1739,1041,1657.42857142857
Chlorzoxazone,1147,1972,2198,1860,1528,1867,1041,1659
P-Hydroxybenzaldehyde,1147,1972,1945,1860,1794,1867,1041,1660.85714285714
Zaltoprofen,1147,1972,2101,1860,1640,1867,1041,1661.14285714285
Tesmilifene,1147,1827,2232,1860,1794,1739,1041,1662.85714285714
3-Hydroxybutyryl-Coenzyme A,1147,1972,1979,1860,1794,1851,1041,1663.42857142857
Formycin B,1147,1972,2141,1860,1616,1867,1041,1663.42857142857
AZD-1981,1147,1704,2240,1860,1794,1867,1041,1664.71428571428
Galactose-uridine-5'-diphosphate,1147,1704,2240,1860,1794,1867,1041,1664.71428571428
Uridine diphosphate glucose,1147,1704,2240,1860,1794,1867,1041,1664.71428571428
Clevidipine,1147,1972,2109,1860,1663,1867,1041,1665.57142857142
Acenocoumarol,1147,1972,1988,1860,1794,1867,1041,1667
Phenindione,1147,1972,1988,1860,1794,1867,1041,1667
Phenprocoumon,1147,1972,1988,1860,1794,1867,1041,1667
Varespladib,1147,1972,2047,1860,1794,1818,1041,1668.42857142857
Chlormerodrin,1147,1972,2003,1860,1794,1867,1041,1669.14285714285
1-Guanidinium-7-Aminoheptane,1147,1972,2005,1860,1794,1867,1041,1669.42857142857
2-Amino-4-Mercapto-Butyric Acid,1147,1972,2005,1860,1794,1867,1041,1669.42857142857
9CUAB30,1147,1972,2005,1860,1794,1867,1041,1669.42857142857
Androstanedione,1147,1972,2005,1860,1794,1867,1041,1669.42857142857
Benzophenone,1147,1972,2005,1860,1794,1867,1041,1669.42857142857
Carbimazole,1147,1972,2005,1860,1794,1867,1041,1669.42857142857
Chlorine Dioxide,1147,1972,2005,1860,1794,1867,1041,1669.42857142857
Formestane,1147,1972,2005,1860,1794,1867,1041,1669.42857142857
GSK-1292263,1147,1972,2005,1860,1794,1867,1041,1669.42857142857
N-(5-Amino-5-Carboxypentyl)Glutamic Acid,1147,1972,2005,1860,1794,1867,1041,1669.42857142857
Oxazepam,1147,1972,2005,1860,1794,1867,1041,1669.42857142857
"Pentane-1,5-Diamine",1147,1972,2005,1860,1794,1867,1041,1669.42857142857
Aciclovir,1147,1972,2060,1860,1745,1867,1041,1670.28571428571
Sarcosine,1147,1972,2049,1860,1794,1831,1041,1670.57142857142
Aceprometazine,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Acrivastine,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Alcaftadine,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Alimemazine,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Antazoline,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Azatadine,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Bepotastine,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Bromodiphenhydramine,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Camicinal,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Chlorcyclizine,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Cinalukast,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Clofedanol,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Dexbrompheniramine,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Dexchlorpheniramine,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Isothipendyl,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Mequitazine,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Pemirolast,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Pheniramine,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Relugolix,1147,1752,2240,1860,1794,1867,1041,1671.57142857142
Fenobam,1147,1858,2240,1860,1794,1769,1041,1672.71428571428
Rufinamide,1147,1858,2240,1860,1794,1769,1041,1672.71428571428
4-(Methylsulfanyl)-2-Oxobutanoic Acid,1147,1972,2033,1860,1794,1867,1041,1673.42857142857
Colestipol,1147,1972,2033,1860,1794,1867,1041,1673.42857142857
L-Asparagine,1147,1972,2033,1860,1794,1867,1041,1673.42857142857
N-Pyridoxyl-Glycine-5-Monophosphate,1147,1972,2033,1860,1794,1867,1041,1673.42857142857
P-Hydroxybenzoic Acid,1147,1972,2033,1860,1794,1867,1041,1673.42857142857
Trifluoroethanol,1147,1972,2033,1860,1794,1867,1041,1673.42857142857
Cobicistat,1147,1972,2057,1860,1771,1867,1041,1673.57142857142
"(3r,5r)-7-((1r,2r,6s,8r,8as)-2,6-Dimethyl-8-{[(2r)-2-Methylbutanoyl]Oxy}-1,2,6,7,8,8a-Hexahydronaphthalen-1-Yl)-3,5-Dihydroxyheptanoic Acid",1147,1972,2148,1860,1694,1867,1041,1675.57142857142
ginkgolide-A,1147,1972,2148,1860,1694,1867,1041,1675.57142857142
Ketoconazole,1147,1972,2148,1860,1694,1867,1041,1675.57142857142
LCL-161,1147,1972,2148,1860,1694,1867,1041,1675.57142857142
Pleconaril,1147,1972,2148,1860,1694,1867,1041,1675.57142857142
Pyrantel,1147,1972,2148,1860,1694,1867,1041,1675.57142857142
Treosulfan,1147,1972,2148,1860,1694,1867,1041,1675.57142857142
Alpha-ketoisovalerate,1147,1972,2049,1860,1794,1867,1041,1675.71428571428
Matairesinol,1147,1972,2049,1860,1794,1867,1041,1675.71428571428
Selenazole-4-Carboxyamide-Adenine Dinucleotide,1147,1972,2049,1860,1794,1867,1041,1675.71428571428
3r-Hydroxydecanoyl-Coa,1147,1972,2074,1860,1774,1867,1041,1676.42857142857
Atreleuton,1147,1972,2240,1860,1794,1685,1041,1677
Benoxaprofen,1147,1972,2240,1860,1794,1685,1041,1677
Cytidine-5'-Monophosphate,1147,1972,2240,1860,1794,1685,1041,1677
ISOPENTENYL PYROPHOSPHATE,1147,1972,2240,1860,1794,1685,1041,1677
N-acetyl-D-glucosamine-6-phosphate,1147,1972,2240,1860,1794,1685,1041,1677
PF-4191834,1147,1972,2240,1860,1794,1685,1041,1677
Riboprine,1147,1972,2240,1860,1794,1685,1041,1677
Thymidine-5'-Phosphate,1147,1972,2240,1860,1794,1685,1041,1677
Uridine monophosphate,1147,1972,2240,1860,1794,1685,1041,1677
Uridine-Diphosphate-N-Acetylglucosamine,1147,1972,2240,1860,1794,1685,1041,1677
Alfaxalone,1147,1972,2062,1860,1794,1867,1041,1677.57142857142
Talarozole,1147,1840,2198,1860,1794,1867,1041,1678.14285714285
"1,4-Butanediol",1147,1972,2143,1860,1794,1818,1041,1682.14285714285
Etravirine,1147,1972,2174,1860,1715,1867,1041,1682.28571428571
Nevirapine,1147,1972,2174,1860,1715,1867,1041,1682.28571428571
4-(DIMETHYLAMINO)BUTYL IMIDOTHIOCARBAMATE,1147,1972,2101,1860,1794,1867,1041,1683.14285714285
Oseltamivir,1147,1972,2240,1728,1794,1867,1041,1684.14285714285
Sulfamethoxazole,1147,1972,2174,1860,1728,1867,1041,1684.14285714285
Geranyl Diphosphate,1147,1972,2240,1860,1794,1739,1041,1684.71428571428
Troleandomycin,1147,1972,2180,1860,1728,1867,1041,1685
Mirodenafil,1147,1972,2174,1860,1745,1867,1041,1686.57142857142
Bifonazole,1147,1972,2211,1860,1715,1867,1041,1687.57142857142
Morniflumate,1147,1972,2143,1860,1794,1867,1041,1689.14285714285
Dexlansoprazole,1147,1972,2211,1860,1728,1867,1041,1689.42857142857
Posaconazole,1147,1972,2211,1860,1756,1867,1041,1693.42857142857
Indoximod,1147,1972,2180,1860,1794,1867,1041,1694.42857142857
Cardiolipin,1147,1972,2240,1860,1794,1818,1041,1696
Betahistine,1147,1945,2240,1860,1794,1867,1041,1699.14285714285
9-Deazaguanine,1147,1972,2221,1860,1794,1867,1041,1700.28571428571
